name,released_at,genre,streaming_on,country,type,content_rating,imdb_rating,number_of_seasons,cast_and_crew
Death Makes Life Possible,9/29/2013,"Drama, Documentary",Free Services,,Movie,7+ (PG),7.4/10,,[]
The Mark of Zorro,11/8/1940,"Drama, Action & Adventure",Prime Video ,America,Movie,,7.5/10,,"[{'name': 'Rouben Mamoulian', 'description': 'director'}, {'name': 'Tyrone Power', 'description': 'actor'}, {'name': 'Linda Darnell', 'description': 'actor'}, {'name': 'Basil Rathbone', 'description': 'actor'}, {'name': 'Gale Sondergaard', 'description': 'actor'}, {'name': 'Eugene Pallette', 'description': 'actor'}, {'name': 'J. Edward Bromberg', 'description': 'actor'}, {'name': 'Montagu Love', 'description': 'actor'}, {'name': 'Janet Beecher', 'description': 'actor'}, {'name': 'George Regas', 'description': 'actor'}, {'name': 'Chris-Pin Martin', 'description': 'actor'}, {'name': 'Robert Lowery', 'description': 'actor'}, {'name': 'Belle Mitchell', 'description': 'actor'}, {'name': 'John Bleifer', 'description': 'actor'}, {'name': 'Frank Puglia', 'description': 'actor'}, {'name': 'Eugene Borden', 'description': 'actor'}, {'name': 'Pedro de Cordoba', 'description': 'actor'}, {'name': ""Guy D'Ennery"", 'description': 'actor'}, {'name': 'Stanley Andrews', 'description': 'actor'}, {'name': 'Fortunio Bonanova', 'description': 'actor'}, {'name': 'Ralph Byrd', 'description': 'actor'}, {'name': 'Robert Cauterio', 'description': 'actor'}, {'name': 'Darryl F. Zanuck', 'description': 'actor'}, {'name': 'John Taintor Foote', 'description': 'author'}]"
Inside the Mind of Leonardo,3/24/2013,Documentary,Free Services,Canada,Movie,,7.3/10,,"[{'name': 'Julian Jones', 'description': 'director'}, {'name': 'Peter Capaldi', 'description': 'actor'}, {'name': 'Julian Jones', 'description': 'author'}, {'name': 'Nick Dear', 'description': 'author'}]"
The Mime,12/23/2015,Horror,Prime Video ,,Movie,,10-Mar,,[]
Angel-A,12/21/2005,"Fantasy, Comedy","Free Services, Prime Video",France,Movie,18+ (R),10-Jul,,"[{'name': 'Luc Besson', 'description': 'director'}, {'name': 'Jamel Debbouze', 'description': 'actor'}, {'name': 'Rie Rasmussen', 'description': 'actor'}, {'name': 'Gilbert Melki', 'description': 'actor'}, {'name': 'Serge Riaboukine', 'description': 'actor'}, {'name': 'Akim Chir', 'description': 'actor'}, {'name': 'Laurent Jumeaucourt', 'description': 'actor'}, {'name': 'Solange Milhaud', 'description': 'actor'}, {'name': 'Loïc Pora', 'description': 'actor'}, {'name': 'Venus Boone', 'description': 'actor'}, {'name': 'Eric Balliet', 'description': 'actor'}, {'name': 'Luc Besson', 'description': 'actor'}, {'name': 'Luc Besson', 'description': 'author'}, {'name': 'Anja Garbarek', 'description': 'actor'}]"
We Answered the Call,11/1/2015,Documentary,Prime Video ,,Movie,,,,[]
Pursuit,2/18/2022,"Action & Adventure, Mystery","Free Services, Prime Video",America,Movie,18+ (R),2.7/10,,"[{'name': 'Brian Skiba', 'description': 'director'}, {'name': 'Emile Hirsch', 'description': 'actor'}, {'name': 'John Cusack', 'description': 'actor'}, {'name': 'Jake Manley', 'description': 'actor'}, {'name': 'Elizabeth Faith Ludlow', 'description': 'actor'}, {'name': 'Graham Patrick Martin', 'description': 'actor'}, {'name': 'Heather Marie Marsden', 'description': 'actor'}, {'name': 'Chris Jai Alex', 'description': 'actor'}, {'name': 'Aubrey Stevens', 'description': 'actor'}, {'name': 'Barry Hanley', 'description': 'actor'}, {'name': 'Nick Benseman', 'description': 'actor'}, {'name': 'Shelby Yardley', 'description': 'actor'}, {'name': 'James Logan', 'description': 'actor'}, {'name': 'William Katt', 'description': 'actor'}, {'name': 'Brittany Belt', 'description': 'actor'}, {'name': 'Andrew Stevens', 'description': 'actor'}, {'name': 'Andrew Stevens', 'description': 'actor'}, {'name': 'Alan B. Bursteen', 'description': 'actor'}, {'name': 'Barry Brooker', 'description': 'actor'}, {'name': 'Dawn Bursteen', 'description': 'actor'}, {'name': 'Stan Wertlieb', 'description': 'actor'}, {'name': 'Andrew Stevens', 'description': 'author'}, {'name': 'Ben Fiore', 'description': 'author'}, {'name': 'Brian Skiba', 'description': 'author'}]"
Greeny,12/9/2016,"Drama, Crime",Prime Video ,,Movie,,7.4/10,,[]
Evolution of a Criminal,3/8/2014,Documentary,"Free Services, Prime Video",,Movie,,6.9/10,,"[{'name': 'Darius Clark Monroe', 'description': 'director'}, {'name': 'Vladimi Versailles', 'description': 'actor'}, {'name': 'Dante E. Clark', 'description': 'actor'}, {'name': 'Spike Lee', 'description': 'actor'}]"
As Far As My Feet Will Carry Me,12/12/2001,Drama,"Free Services, Prime Video",Germany,Movie,All (G),7.3/10,,"[{'name': 'Hardy Martins', 'description': 'director'}, {'name': 'Bernhard Bettermann', 'description': 'actor'}, {'name': 'Michael Mendl', 'description': 'actor'}, {'name': 'Anatoliy Kotenyov', 'description': 'actor'}, {'name': 'André Hennicke', 'description': 'actor'}, {'name': 'Hans Peter Hallwachs', 'description': 'actor'}, {'name': 'Hans-Uwe Bauer', 'description': 'actor'}, {'name': 'Antonio Wannek', 'description': 'actor'}, {'name': 'Irina Narbekova', 'description': 'actor'}, {'name': 'Pavel Lebeshev', 'description': 'actor'}, {'name': 'Aleksandr Efremov', 'description': 'actor'}, {'name': 'Heinrich Giskes', 'description': 'actor'}, {'name': 'Eva-Maria Kurz', 'description': 'actor'}, {'name': 'Irina Pantaeva', 'description': 'actor'}, {'name': 'Iris Böhm', 'description': 'actor'}, {'name': 'Johannes Hitzblech', 'description': 'actor'}, {'name': 'Anna Herrmann', 'description': 'actor'}, {'name': 'Stephan Wolf-Schönburg', 'description': 'actor'}, {'name': 'Vladimir Korpus', 'description': 'actor'}, {'name': 'Igor Filchenkov', 'description': 'actor'}, {'name': 'Tschmid Rintshinov', 'description': 'actor'}, {'name': 'Nikolai Kondrashkin', 'description': 'actor'}, {'name': 'Jimmy C. Gerum', 'description': 'actor'}, {'name': 'Bastian Clevé', 'description': 'author'}]"
"Demon Lord, Retry!",7/4/2019,"Comedy, Animation","Hulu, Prime Video",,TV Show,14+ (TV-14),6.7/10,1,"[{'name': 'Kaori Ishihara', 'description': 'actor'}, {'name': 'Aki Toyosaki', 'description': 'actor'}, {'name': 'Kanon Takao', 'description': 'actor'}, {'name': 'Kenjirou Tsuda', 'description': 'actor'}, {'name': 'Haruka Tomatsu', 'description': 'actor'}, {'name': 'Chiyo Ousaki', 'description': 'actor'}, {'name': 'Suzuna Kinoshita', 'description': 'actor'}, {'name': 'Kazusa Aranami', 'description': 'actor'}, {'name': 'Kurone Kanzaki', 'description': 'author'}]"
I Capture the Castle,5/9/2003,"Romance, Drama","Free Services, Prime Video",United Kingdom,Movie,18+ (R),6.8/10,,"[{'name': 'Tim Fywell', 'description': 'director'}, {'name': 'Romola Garai', 'description': 'actor'}, {'name': 'Rose Byrne', 'description': 'actor'}, {'name': 'Tara Fitzgerald', 'description': 'actor'}, {'name': 'Bill Nighy', 'description': 'actor'}, {'name': 'Marc Blucas', 'description': 'actor'}, {'name': 'Henry Thomas', 'description': 'actor'}, {'name': 'Sinéad Cusack', 'description': 'actor'}, {'name': 'Joe Sowerbutts', 'description': 'actor'}, {'name': 'Henry Cavill', 'description': 'actor'}, {'name': 'Sophie Stuckey', 'description': 'actor'}, {'name': 'David Bamber', 'description': 'actor'}, {'name': 'James Faulkner', 'description': 'actor'}, {'name': 'Sarah Woodward', 'description': 'actor'}, {'name': 'Dolly Wells', 'description': 'actor'}, {'name': 'James Warrior', 'description': 'actor'}, {'name': 'Christopher Ettridge', 'description': 'actor'}, {'name': 'Helena Little', 'description': 'actor'}, {'name': 'Florence Jones', 'description': 'actor'}, {'name': 'Harrison Ward', 'description': 'actor'}, {'name': 'Jean Warren', 'description': 'actor'}, {'name': 'Bernadette Windsor', 'description': 'actor'}, {'name': 'Anant Singh', 'description': 'actor'}, {'name': 'David M. Thompson', 'description': 'actor'}]"
REW-FFWD,8/9/1994,Documentary,"Fandor, Prime Video",Canada,Movie,,6.6/10,,"[{'name': 'Denis Villeneuve', 'description': 'director'}, {'name': 'Lorne Brass', 'description': 'actor'}, {'name': 'Denis Villeneuve', 'description': 'author'}]"
Delivered,5/8/2020,"Horror, Thriller","Hulu, Prime Video",America,Movie,,5.4/10,,"[{'name': 'Emma Tammi', 'description': 'director'}, {'name': 'Natalie Paul', 'description': 'actor'}, {'name': 'Tina Majorino', 'description': 'actor'}, {'name': 'Micah Joe Parker', 'description': 'actor'}, {'name': 'Michael Cassidy', 'description': 'actor'}, {'name': 'Rosslyn Luke', 'description': 'actor'}, {'name': ""Vito D'Ambrosio"", 'description': 'actor'}, {'name': 'Joel Dupont', 'description': 'actor'}, {'name': 'Stacie Greenwell', 'description': 'actor'}, {'name': 'Jackie Mah', 'description': 'actor'}, {'name': 'Tevin Adelman', 'description': 'actor'}, {'name': 'Alexander Koehne', 'description': 'actor'}, {'name': 'Jason Blum', 'description': 'actor'}, {'name': 'Lauren Downey', 'description': 'actor'}, {'name': 'Dirk Blackman', 'description': 'author'}, {'name': 'Ben Lovett', 'description': 'actor'}]"
The Pool Master,6/20/2014,Reality,"fuboTV, Prime Video",,TV Show,,6.8/10,2,"[{'name': 'Anthony Archer-Wills', 'description': 'actor'}]"
Jay Mohr: Happy. And A Lot.,3/14/2015,"Documentary, Comedy",Prime Video ,America,Movie,18+ (R),6.7/10,,"[{'name': 'Scott L. Montoya', 'description': 'director'}, {'name': 'Jay Mohr', 'description': 'actor'}, {'name': 'Nikki Cox', 'description': 'author'}]"
#Roxy,4/13/2018,"Romance, Comedy","Free Services, Prime Video",Canada,Movie,,10-May,,"[{'name': 'Michael Kennedy', 'description': 'director'}, {'name': 'Danny Trejo', 'description': 'actor'}, {'name': 'Booboo Stewart', 'description': 'actor'}, {'name': 'Sarah Fisher', 'description': 'actor'}, {'name': 'Jake Short', 'description': 'actor'}, {'name': 'Pippa Mackie', 'description': 'actor'}, {'name': 'Carter Thicke', 'description': 'actor'}, {'name': 'Tony Binns', 'description': 'author'}]"
How to Train Your Dragon: The Hidden World,1/3/2019,"Family, Drama",Prime Video ,America,Movie,7+ (PG),7.4/10,,"[{'name': 'Dean DeBlois', 'description': 'director'}, {'name': 'Jay Baruchel', 'description': 'actor'}, {'name': 'America Ferrera', 'description': 'actor'}, {'name': 'F. Murray Abraham', 'description': 'actor'}, {'name': 'Cate Blanchett', 'description': 'actor'}, {'name': 'Gerard Butler', 'description': 'actor'}, {'name': 'Craig Ferguson', 'description': 'actor'}, {'name': 'Jonah Hill', 'description': 'actor'}, {'name': 'Christopher Mintz-Plasse', 'description': 'actor'}, {'name': 'Kristen Wiig', 'description': 'actor'}, {'name': 'Kit Harington', 'description': 'actor'}, {'name': 'Justin Rupple', 'description': 'actor'}, {'name': 'Robin Atkin Downes', 'description': 'actor'}, {'name': 'Kieron Elliott', 'description': 'actor'}, {'name': 'Julia Emelin', 'description': 'actor'}, {'name': 'Gideon Emery', 'description': 'actor'}, {'name': 'Ashley Jensen', 'description': 'actor'}, {'name': 'AJ Kane', 'description': 'actor'}, {'name': 'Ólafur Darri Ólafsson', 'description': 'actor'}, {'name': 'James Sie', 'description': 'actor'}, {'name': 'David Tennant', 'description': 'actor'}, {'name': 'Bonnie Arnold', 'description': 'actor'}, {'name': 'Bradford Lewis', 'description': 'actor'}, {'name': 'Chris Sanders', 'description': 'actor'}]"
Unrivaled,3/16/2010,"Action & Adventure, Drama",Prime Video ,Canada,Movie,18+ (R),10-Apr,,"[{'name': 'Warren P. Sonoda', 'description': 'director'}, {'name': 'Hector Echavarria', 'description': 'actor'}, {'name': 'Steven Yaffee', 'description': 'actor'}, {'name': 'Rashad Evans', 'description': 'actor'}, {'name': 'Keith Jardine', 'description': 'actor'}, {'name': 'Heath Herring', 'description': 'actor'}, {'name': 'Nicholas Campbell', 'description': 'actor'}, {'name': 'Jordan Madley', 'description': 'actor'}, {'name': 'Ashleigh Hubbard', 'description': 'actor'}, {'name': 'Monique Ganderton', 'description': 'actor'}]"
Children's Hospital at Christmas,,,Free Services,,Movie,,,,"[{'name': 'Lorraine Kelly', 'description': 'actor'}]"
Haunters,11/15/2014,"Comedy, Documentary",Free Services,,Movie,7+ (PG),10-Jun,,[]
Kaos,11/22/1984,"Drama, Romance","Kanopy, Prime Video",France,Movie,18+ (R),7.8/10,,"[{'name': 'Paolo Taviani', 'description': 'director'}, {'name': 'Vittorio Taviani', 'description': 'director'}, {'name': 'Franco Franchi', 'description': 'actor'}, {'name': 'Ciccio Ingrassia', 'description': 'actor'}, {'name': 'Omero Antonutti', 'description': 'actor'}, {'name': 'Claudio Bigagli', 'description': 'actor'}, {'name': 'Massimo Bonetti', 'description': 'actor'}, {'name': 'Margarita Lozano', 'description': 'actor'}, {'name': 'Orazio Torrisi', 'description': 'actor'}, {'name': 'Carlo Cartier', 'description': 'actor'}, {'name': 'Biagio Barone', 'description': 'actor'}, {'name': 'Laura Mollica', 'description': 'actor'}, {'name': 'Giovanni Marsala', 'description': 'actor'}, {'name': 'Enrica Maria Modugno', 'description': 'actor'}, {'name': 'Regina Bianchi', 'description': 'actor'}, {'name': 'Tony Sperandeo', 'description': 'actor'}, {'name': 'Domenico Gennaro', 'description': 'actor'}, {'name': 'Giuliani G. De Negri', 'description': 'actor'}, {'name': 'Paolo Taviani', 'description': 'author'}, {'name': 'Tonino Guerra', 'description': 'author'}, {'name': 'Vittorio Taviani', 'description': 'author'}, {'name': 'Nicola Piovani', 'description': 'actor'}]"
Kasu Mela Kasu,7/6/2018,"Romance, Comedy",Prime Video ,India,Movie,,5.8/10,,"[{'name': 'K. S. Palani', 'description': 'director'}, {'name': 'Mayilsamy', 'description': 'actor'}, {'name': 'Kanja Karuppu', 'description': 'actor'}, {'name': 'Kovai Sarala', 'description': 'actor'}, {'name': 'Nalini', 'description': 'actor'}, {'name': 'Jangiri Madhumitha', 'description': 'actor'}, {'name': 'Swaminathan', 'description': 'actor'}, {'name': 'Shahrukh Khan Raffi', 'description': 'actor'}, {'name': 'Gayatri Rema', 'description': 'actor'}, {'name': 'Suresh Devan', 'description': 'author'}]"
When Nothing Else Matters,11/12/2021,Drama,Prime Video ,,Movie,,,,[]
Premoniciones,10/10/2010,Thriller,Free Services,,Movie,,,,[]
Death by Design,5/21/2016,"Drama, Documentary","Free Services, Prime Video",,Movie,,7.1/10,,"[{'name': 'Sue Williams', 'description': 'director'}]"
Two Minutes to Play,11/2/1936,"Romance, Drama","Prime Video, Prime Video",America,Movie,,6.2/10,,"[{'name': 'Robert F. Hill', 'description': 'director'}, {'name': 'Bruce Bennett', 'description': 'actor'}, {'name': 'Edward Nugent', 'description': 'actor'}, {'name': 'Jeanne Martel', 'description': 'actor'}, {'name': 'Betty Compson', 'description': 'actor'}, {'name': 'Grady Sutton', 'description': 'actor'}, {'name': 'Duncan Renaldo', 'description': 'actor'}, {'name': 'David Sharpe', 'description': 'actor'}, {'name': 'Sammy Cohen', 'description': 'actor'}, {'name': 'Forrest Taylor', 'description': 'actor'}, {'name': 'Richard Tucker', 'description': 'actor'}, {'name': 'Sam Flint', 'description': 'actor'}, {'name': 'Phil Dunham', 'description': 'actor'}, {'name': 'Theodore Lorch', 'description': 'actor'}]"
This Is P,6/15/2018,Comedy,Prime Video ,,TV Show,,,1,[]
Robin's Wish,9/1/2020,"Biography, Documentary","Free Services, Prime Video",America,Movie,,7.3/10,,"[{'name': 'Tylor Norwood', 'description': 'director'}, {'name': 'Susan Schneider Williams', 'description': 'actor'}, {'name': 'Shawn Levy', 'description': 'actor'}, {'name': 'John R. Montgomery', 'description': 'actor'}, {'name': 'David E. Kelley', 'description': 'actor'}, {'name': 'Rick Overton', 'description': 'actor'}, {'name': 'Robin Williams', 'description': 'actor'}, {'name': 'Ben Sinclair', 'description': 'actor'}, {'name': 'Jim Czarnecki', 'description': 'actor'}, {'name': 'Mylea Charvat', 'description': 'actor'}, {'name': 'Shoshana Ungerleider', 'description': 'actor'}, {'name': 'Aaron Drake', 'description': 'actor'}]"
The American Friend,6/24/1977,"Crime, Mystery","The Criterion Channel, Prime Video",France,Movie,,7.4/10,,"[{'name': 'Wim Wenders', 'description': 'director'}, {'name': 'Dennis Hopper', 'description': 'actor'}, {'name': 'Bruno Ganz', 'description': 'actor'}, {'name': 'Lisa Kreuzer', 'description': 'actor'}, {'name': 'Gérard Blain', 'description': 'actor'}, {'name': 'Nicholas Ray', 'description': 'actor'}, {'name': 'Samuel Fuller', 'description': 'actor'}, {'name': 'Peter Lilienthal', 'description': 'actor'}, {'name': 'Daniel Schmid', 'description': 'actor'}, {'name': 'Sandy Whitelaw', 'description': 'actor'}, {'name': 'Jean Eustache', 'description': 'actor'}, {'name': 'Lou Castel', 'description': 'actor'}, {'name': 'Andreas Dedecke', 'description': 'actor'}, {'name': 'David Blue', 'description': 'actor'}, {'name': 'Rudolf Schündler', 'description': 'actor'}, {'name': 'Gerty Molzen', 'description': 'actor'}, {'name': 'Heinz Joachim Klein', 'description': 'actor'}, {'name': 'Satya De La Manitou', 'description': 'actor'}, {'name': 'Axel Schiessler', 'description': 'actor'}, {'name': 'Adolf Hansen', 'description': 'actor'}, {'name': 'Rosemarie Heinikel', 'description': 'actor'}, {'name': 'Stefan Lennert', 'description': 'actor'}, {'name': 'Joachim von Mengershausen', 'description': 'actor'}, {'name': 'Wim Wenders', 'description': 'actor'}]"
Random Encounters,12/1/2013,"Romance, Comedy",Free Services,America,Movie,13+ (PG-13),4.3/10,,"[{'name': 'Boris Undorf', 'description': 'director'}, {'name': 'Michael Rady', 'description': 'actor'}, {'name': 'Meghan Markle', 'description': 'actor'}, {'name': 'Abby Wathen', 'description': 'actor'}, {'name': 'Sean Young', 'description': 'actor'}, {'name': 'Deja Kreutzberg', 'description': 'actor'}, {'name': 'Don Stark', 'description': 'actor'}, {'name': 'Joshua LeBar', 'description': 'actor'}, {'name': 'John Justice', 'description': 'actor'}, {'name': 'Kenneth-Michael Glass', 'description': 'actor'}, {'name': 'Sno E. Blac', 'description': 'actor'}, {'name': 'Nate Barlow', 'description': 'author'}]"
A Grocery Clerk's Romance,10/28/1912,Comedy,Fandor,America,Movie,,5.1/10,,"[{'name': 'Mack Sennett', 'description': 'director'}, {'name': 'Ford Sterling', 'description': 'actor'}, {'name': 'James C. Morton', 'description': 'actor'}, {'name': 'Gus Pixley', 'description': 'actor'}, {'name': 'Lincoln Plumer', 'description': 'actor'}, {'name': 'Mack Sennett', 'description': 'actor'}]"
